Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000131504	1729	DIAPH1	5
ENSG00000165863	143379	C10orf82	10
ENSG00000273025			15
ENSG00000261460			15
ENSG00000140488	60677	CELF6	15
ENSG00000232767		HSPA12A-AS1	10
ENSG00000228195		RPL5P27	10
ENSG00000199664		RNU6-1266P	10
ENSG00000213513		IMPDH1P5	10
ENSG00000180228	8575	PRKRA	2
ENSG00000228748			10
ENSG00000179958	79077	DCTPP1	16
ENSG00000151208	9231	DLG5	10
ENSG00000257941			12
ENSG00000258304			12
ENSG00000257872			12
ENSG00000252858		RNU6-1271P	12
ENSG00000078237	57103	TIGAR	12
ENSG00000109684	116449	CLNK	4
ENSG00000261181			16
ENSG00000261362			16
ENSG00000103222	4363	ABCC1	16
ENSG00000213970			12
ENSG00000118972	8074	FGF23	12
ENSG00000267589			19
ENSG00000267299			19
ENSG00000267415			19
ENSG00000284490			19
ENSG00000130382	4298	MLLT1	19
ENSG00000219755			6
ENSG00000153291	9481	SLC25A27	6
ENSG00000118971	894	CCND2	12
ENSG00000148053	4915	NTRK2	9
ENSG00000102924	869	CBLN1	16
ENSG00000267563			19
ENSG00000280394			19
ENSG00000167769	125981	ACER1	19
ENSG00000179826	117195	MRGPRX3	11
ENSG00000242973	101926934	TDRD6-AS1	6
ENSG00000106410	135935	NOBOX	7
ENSG00000176495	390195	OR5AN1	11
ENSG00000180113	221400	TDRD6	6
ENSG00000280189			16
ENSG00000269802			19
ENSG00000166152	123970	C16orf78	16
ENSG00000135414	10220	GDF11	12
ENSG00000176798	119682	OR51L1	11
ENSG00000260729			15
ENSG00000125656	8192	CLPP	19
ENSG00000172487	219477	OR8J1	11
ENSG00000146070	7941	PLA2G7	6
ENSG00000181518	338662	OR8D4	11
ENSG00000243007		RPL12P35	15
ENSG00000179361	10620	ARID3B	15
ENSG00000205323	84324	SARNP	12
ENSG00000174982	219431	OR4S2	11
ENSG00000242978		PPIAP83	7
ENSG00000181903	219432	OR4C6	11
ENSG00000221507		RNU6ATAC40P	7
ENSG00000221836	393046	OR2A5	7
ENSG00000181767	390151	OR8H2	11
ENSG00000221933	392138	OR2A25	7
ENSG00000263110			16
ENSG00000261623	101927228	LINC02179	16
ENSG00000172742	390199	OR4D9	11
ENSG00000102935	23090	ZNF423	16
ENSG00000239967		OR2A41P	7
ENSG00000221858	346525	OR2A12	7
ENSG00000198099	127	ADH4	4
ENSG00000165916	5702	PSMC3	11
ENSG00000239981		OR2A15P	7
ENSG00000221938	135941	OR2A14	7
ENSG00000125652	84266	ALKBH7	19
ENSG00000273234		OR2A13P	7
ENSG00000287610			7
ENSG00000216895	100506302	RBM33-DT	7
ENSG00000275527			15
ENSG00000260919			15
ENSG00000252931		RNU6-231P	15
ENSG00000264406	100847084	MIR548AP	15
ENSG00000259608			15
ENSG00000260477	101929701	LINC01584	15
ENSG00000217128	96459	FNIP1	5
ENSG00000184863	155435	RBM33	7
ENSG00000125651	2962	GTF2F1	19
ENSG00000159111	124995	MRPL10	17
ENSG00000069122	221395	ADGRF5	6
ENSG00000252964		RNA5SP400	15
ENSG00000261077			15
ENSG00000200206			15
ENSG00000260125	727915	AGBL1-AS1	15
ENSG00000259734			15
ENSG00000259636	105370954		15
ENSG00000259620	102724452		15
ENSG00000273540	123624	AGBL1	15
ENSG00000257390			12
ENSG00000132466	26057	ANKRD17	4
ENSG00000257509			12
ENSG00000141294	90506	LRRC46	17
ENSG00000123353	29095	ORMDL2	12
ENSG00000248485	654790	PCP4L1	1
ENSG00000260089		ADAM3B	16
ENSG00000188931	257177	CFAP126	1
ENSG00000260024		MRPS21P7	16
ENSG00000280131			16
ENSG00000259978		MRPS21P8	16
ENSG00000275155			16
ENSG00000145029	84276	NICN1	3
ENSG00000279842			16
ENSG00000261751			16
ENSG00000244551		RPL34P29	16
ENSG00000283365		NCOA5LP	16
ENSG00000204311	494513	PJVK	2
ENSG00000236484		RRM2P2	1
ENSG00000283696			1
ENSG00000121281	113	ADCY7	16
ENSG00000288093			1
ENSG00000206921		RNU6-481P	1
ENSG00000215840			1
ENSG00000277882			1
ENSG00000283317			1
ENSG00000277762		RN7SL261P	1
ENSG00000227139			1
ENSG00000164690	6469	SHH	7
ENSG00000128872	29767	TMOD2	15
ENSG00000265107	2702	GJA5	1
ENSG00000225730		ADGRF5-AS1	6
ENSG00000123342	4327	MMP19	12
ENSG00000141295	90507	SCRN2	17
ENSG00000281756	102060414	C2-AS1	6
ENSG00000204356	7936	NELFE	6
ENSG00000274415			1
ENSG00000204049			10
ENSG00000243446		RN7SL284P	10
ENSG00000234190			1
ENSG00000233871		DLG5-AS1	10
ENSG00000223728			1
ENSG00000258891			14
ENSG00000165272	360	AQP3	9
ENSG00000121634	2703	GJA8	1
ENSG00000148606	11128	POLR3A	10
ENSG00000270140			14
ENSG00000199472			14
ENSG00000100583	161394	SAMD15	14
ENSG00000188092	51463	GPR89B	1
ENSG00000207061			7
ENSG00000270584			7
ENSG00000279418	64433	LINC00244	7
ENSG00000165555	122945	NOXRED1	14
ENSG00000234450			7
ENSG00000105982	140545	RNF32	7
ENSG00000201301		RNA5SP130	3
ENSG00000226913	100132677	BSN-DT	3
ENSG00000270542			9
ENSG00000164061	8927	BSN	3
ENSG00000275651	102465512	MIR6851	9
ENSG00000122133	5047	PAEP	9
ENSG00000238082		NUDCP2	2
ENSG00000168952	29091	STXBP6	14
ENSG00000116095	65977	PLEKHA3	2
ENSG00000269444			19
ENSG00000274390	102465533	MIR6885	19
ENSG00000222111		RN7SKP148	5
ENSG00000273758	102465473	MIR6790	19
ENSG00000214347			19
ENSG00000200648		RNU6-226P	5
ENSG00000113749	3274	HRH2	5
ENSG00000284159	100500888	MIR3940	19
ENSG00000181240	284427	SLC25A41	19
ENSG00000145741	689	BTF3	5
ENSG00000270956			2
ENSG00000270277			2
ENSG00000279598			2
ENSG00000271011			2
ENSG00000270574			2
ENSG00000271141			2
ENSG00000235120		BSN-AS1	3
ENSG00000271401			2
ENSG00000267784			2
ENSG00000143977	6637	SNRPG	2
ENSG00000164062	327	APEH	3
ENSG00000182481	3838	KPNA2	17
ENSG00000260007			15
ENSG00000257966		OLA1P3	12
ENSG00000125648	79085	SLC25A23	19
ENSG00000257569		GSTP1P1	12
ENSG00000128973	54982	CLN6	15
ENSG00000065357	1606	DGKA	12
ENSG00000182185	5890	RAD51B	14
ENSG00000237693	345611	IRGM	5
ENSG00000233849			2
ENSG00000235289		BRD7P6	2
ENSG00000229229			2
ENSG00000069020	375449	MAST4	5
ENSG00000224606		TGFA-IT1	2
ENSG00000256358		RPL31P57	17
ENSG00000261371	5175	PECAM1	17
ENSG00000173692	5707	PSMD1	2
ENSG00000237339	100130954	LINC01502	9
ENSG00000204007	360203	GLT6D1	9
ENSG00000234612		H2AZP5	10
ENSG00000274686			10
ENSG00000138326	6229	RPS24	10
ENSG00000236543	102723971		9
ENSG00000148386	392399	LCN9	9
ENSG00000239823			17
ENSG00000265031			17
ENSG00000271605	284021	MILR1	17
ENSG00000127191	7186	TRAF2	9
ENSG00000279716			19
ENSG00000267939			19
ENSG00000142449	84467	FBN3	19
ENSG00000049768	50943	FOXP3	X
ENSG00000224903		RNF32-AS1	7
ENSG00000105983	64327	LMBR1	7
ENSG00000273059			1
ENSG00000274372		LINC02804	1
ENSG00000181009	390075	OR52N5	11
ENSG00000206791		RNU1-129P	1
ENSG00000206585	26864	RNVU1-7	1
ENSG00000229828		PDE4DIPP1	1
ENSG00000183389	120793	OR56A4	11
ENSG00000225080		PFN1P4	1
ENSG00000198658		ABHD17AP1	1
ENSG00000171944	390054	OR52A5	11
ENSG00000238382		RNU6-1211P	1
ENSG00000196341	283159	OR8D1	11
ENSG00000225919	105373199	LINC01745	1
ENSG00000236497	101927683	LINC01744	1
ENSG00000165355	254170	FBXO33	14
ENSG00000172769	441608	OR5B3	11
ENSG00000207190		RNU6-809P	1
ENSG00000171533	4135	MAP6	11
ENSG00000200508			1
ENSG00000284928			1
ENSG00000256525	11232	POLG2	17
ENSG00000223949	101927034	ROR1-AS1	1
ENSG00000289442			14
ENSG00000289436			14
ENSG00000258945			14
ENSG00000232434	389813	AJM1	9
ENSG00000289290			14
ENSG00000289531			14
ENSG00000288797			14
ENSG00000119335	6418	SET	9
ENSG00000289541			14
ENSG00000259319		JDP2-AS1	14
ENSG00000273783		GTF2A1-AS1	14
ENSG00000234120			8
ENSG00000258511		LINC02295	14
ENSG00000182070	23538	OR52A1	11
ENSG00000289495			14
ENSG00000228744		RPS3AP30	8
ENSG00000260602		HMGN2P40	15
ENSG00000259038			14
ENSG00000172324	219981	OR5A2	11
ENSG00000258602	105370578	LINC01629	14
ENSG00000254683		SNRPCP6	8
ENSG00000260657			15
ENSG00000274969	102465462	MIR6771	16
ENSG00000288762			14
ENSG00000230106		SNRPCP15	8
ENSG00000121274	64282	TENT4B	16
ENSG00000252117		RNU6-1108P	15
ENSG00000214268		RPS3AP33	8
ENSG00000182634	390265	OR10G7	11
ENSG00000252475		RNU6-1332P	15
ENSG00000289195			14
ENSG00000231930			8
ENSG00000252288		RNU6-966P	15
ENSG00000289523			14
ENSG00000212550		RNU1-78P	15
ENSG00000181001	79473	OR52N1	11
ENSG00000284614			8
ENSG00000288802			14
ENSG00000259742			15
ENSG00000284728			8
ENSG00000246223	388011	LINC01550	14
ENSG00000255025			8
ENSG00000172365	390190	OR5B2	11
ENSG00000116688	9927	MFN2	1
ENSG00000177306		OR7E125P	8
ENSG00000259231			15
ENSG00000230045		FAM90A15P	8
ENSG00000174937	219482	OR5M3	11
ENSG00000233132		FAM90A3P	8
ENSG00000249005		FAM90A4P	8
ENSG00000197125	26493	OR8B8	11
ENSG00000167014	145645	TERB2	15
ENSG00000231957		GNAI2P2	10
ENSG00000283096			10
ENSG00000244332			10
ENSG00000223885		FAM90A13P	8
ENSG00000234091			10
ENSG00000171496	138881	OR1L8	9
ENSG00000214530	10809	STARD10	11
ENSG00000157657	114991	ZNF618	9
ENSG00000119969	3070	HELLS	10
ENSG00000215373		FAM90A5P	8
ENSG00000289208			14
ENSG00000233295		FAM90A20P	8
ENSG00000215374		FAM66B	8
ENSG00000257621	379025	PSMA3-AS1	14
ENSG00000256826		ATP5MFP4	17
ENSG00000284564	100616387	MIR3064	17
ENSG00000284368	100616408	MIR5047	17
ENSG00000108854	64750	SMURF2	17
ENSG00000230549	401447	USP17L1	8
ENSG00000259304			15
ENSG00000205363	388135	INSYN1	15
ENSG00000284446	100302242	MIR1236	6
ENSG00000236125	392188	USP17L4	8
ENSG00000236125	645402	USP17L4	8
ENSG00000204348	1797	DXO	6
ENSG00000178997	161829	EXD1	15
ENSG00000235778			8
ENSG00000259970			3
ENSG00000215372	100131980	ZNF705G	8
ENSG00000215372	124900627	ZNF705G	8
ENSG00000179776	1003	CDH5	16
ENSG00000092148	25831	HECTD1	14
ENSG00000106714	79937	CNTNAP3	9
ENSG00000164068	63891	RNF123	3
ENSG00000215371		DEFB108C	8
ENSG00000177257	1673	DEFB4B	8
ENSG00000177257	100289462	DEFB4B	8
ENSG00000177257	124906748	DEFB4B	8
ENSG00000255128		HSPD1P3	8
ENSG00000177243	55894	DEFB103B	8
ENSG00000177243	124906744	DEFB103B	8
ENSG00000164871	10407	SPAG11B	8
ENSG00000164871	124906741	SPAG11B	8
ENSG00000243708	100137049	PLA2G4B	15
ENSG00000137871	54816	ZNF280D	15
ENSG00000206938		RNU4-31P	7
ENSG00000230033			7
ENSG00000146909	64434	NOM1	7
ENSG00000271779			17
ENSG00000113758	1627	DBN1	5
ENSG00000270714		MICOS10P2	17
ENSG00000266820		KPNA2P3	17
ENSG00000265298			17
ENSG00000233627		C4A-AS1	6
ENSG00000248290		TNXA	6
ENSG00000108654	1655	DDX5	17
ENSG00000250535		STK19B	6
ENSG00000224389	721	C4B	6
ENSG00000177023	503618	DEFB104B	8
ENSG00000177023	124906746	DEFB104B	8
ENSG00000187082	503841	DEFB106B	8
ENSG00000187082	124906749	DEFB106B	8
ENSG00000130675	3110	MNX1	7
ENSG00000186599	245908	DEFB105B	8
ENSG00000186599	504180	DEFB105B	8
ENSG00000186599	124906747	DEFB105B	8
ENSG00000290184			X
ENSG00000148204	286204	CRB2	9
ENSG00000102144	5230	PGK1	X
ENSG00000198129	245910	DEFB107B	8
ENSG00000198129	503614	DEFB107B	8
ENSG00000198129	124906743	DEFB107B	8
ENSG00000285659			8
ENSG00000255251	100131608	PRR23D1	8
ENSG00000255251	100133251	PRR23D1	8
ENSG00000235029	105375606	MNX1-AS2	7
ENSG00000243479	645249	MNX1-AS1	7
ENSG00000285927			8
ENSG00000196782	55534	MAML3	4
ENSG00000248944		FAM90A6P	8
ENSG00000236102			7
ENSG00000234749		FAM90A21P	8
ENSG00000229365			7
ENSG00000233176		OR7E157P	8
ENSG00000269446			7
ENSG00000254796			8
ENSG00000284617			8
ENSG00000225224		RPS27AP12	7
ENSG00000284655			8
ENSG00000284698			8
ENSG00000236018			7
ENSG00000254889			8
ENSG00000204876			7
ENSG00000254715		OR7E154P	8
ENSG00000285862			8
ENSG00000255378	100133251	PRR23D2	8
ENSG00000260146			16
ENSG00000260755			16
ENSG00000106633	2645	GCK	7
ENSG00000261519			16
ENSG00000282933		RHOXF1P3	X
ENSG00000275745			16
ENSG00000217555	51192	CKLF	16
ENSG00000282850		RHOXF1P2	X
ENSG00000254776		PRR23D3P	8
ENSG00000258545	101928969	RHOXF1-AS1	X
ENSG00000186572	245910	DEFB107A	8
ENSG00000186572	503614	DEFB107A	8
ENSG00000186572	124906743	DEFB107A	8
ENSG00000168228	29063	ZCCHC4	4
ENSG00000203989	727940	RHOXF2B	X
ENSG00000186562	245908	DEFB105A	8
ENSG00000186562	124906747	DEFB105A	8
ENSG00000254569			11
ENSG00000196954	837	CASP4	11
ENSG00000207991	693186	MIR601	9
ENSG00000274932	102465688	MIR7150	9
ENSG00000237336			9
ENSG00000186579	245909	DEFB106A	8
ENSG00000186579	124906749	DEFB106A	8
ENSG00000230826			9
ENSG00000101883	158800	RHOXF1	X
ENSG00000101883	104797536	RHOXF1	X
ENSG00000229115			9
ENSG00000234881		PIGFP2	9
ENSG00000106689	9355	LHX2	9
ENSG00000176782	140596	DEFB104A	8
ENSG00000176782	124906746	DEFB104A	8
ENSG00000176797	55894	DEFB103A	8
ENSG00000176797	414325	DEFB103A	8
ENSG00000176797	124906744	DEFB103A	8
ENSG00000131721	84528	RHOXF2	X
ENSG00000254543		HSPD1P2	8
ENSG00000171711	1673	DEFB4A	8
ENSG00000171711	100289462	DEFB4A	8
ENSG00000171711	124906748	DEFB4A	8
ENSG00000233382	158801	NKAPP1	X
ENSG00000231227			9
ENSG00000215356	100132396	ZNF705B	8
ENSG00000234921			9
ENSG00000288841			9
ENSG00000107099	81704	DOCK8	9
ENSG00000254788	100529251	CKLF-CMTM1	16
ENSG00000227541		SFR1P1	X
ENSG00000237757		EEF1A1P30	X
ENSG00000177485	10009	ZBTB33	X
ENSG00000229907		DEFB108A	8
ENSG00000225725	100132103	FAM66E	8
ENSG00000255211			8
ENSG00000138785	57117	INTS12	4
ENSG00000237038	392188	USP17L8	8
ENSG00000225327	645836	USP17L3	8
ENSG00000205989		DEFB109C	8
ENSG00000277978			16
ENSG00000140932	146225	CMTM2	16
ENSG00000233115		FAM90A11P	8
ENSG00000125355	55026	TMEM255A	X
ENSG00000215354		FAM90A24P	8
ENSG00000254229	124906762	FAM90A12P	8
ENSG00000147654	9166	EBAG9	8
ENSG00000260650			16
ENSG00000140931	123920	CMTM3	16
ENSG00000284715			11
ENSG00000253305	56100	PCDHGB6	5
ENSG00000137757	838	CASP5	11
ENSG00000175471	79772	MCTP1	5
ENSG00000213210		RPL32P17	7
ENSG00000232042			X
ENSG00000170279	202865	C7orf33	7
ENSG00000204131	340527	NHSL2	X
ENSG00000138642	55008	HERC6	4
ENSG00000213209			7
ENSG00000270200			7
ENSG00000273314			7
ENSG00000106462	2146	EZH2	7
ENSG00000176020	386724	AMIGO3	3
ENSG00000173540	29925	GMPPB	3
ENSG00000288255			11
ENSG00000254750		CASP1P2	11
ENSG00000201392		RNU6-1078P	X
ENSG00000196933		RPS26P11	X
ENSG00000255430		CASP1P1	11
ENSG00000254767		OR2AL1P	11
ENSG00000225471		TPT1P15	X
ENSG00000255336			11
ENSG00000102309	5303	PIN4	X
ENSG00000280502			11
ENSG00000283691			11
ENSG00000255121		CENATAC-DT	11
ENSG00000273973			12
ENSG00000258554			12
ENSG00000137875	10017	BCL2L10	15
ENSG00000184574	57121	LPAR5	12
ENSG00000186166	338657	CENATAC	11
ENSG00000069869	4734	NEDD4	15
ENSG00000111644	84519	ACRBP	12
ENSG00000289767			8
ENSG00000147642	55638	SYBU	8
ENSG00000239577		RN7SL388P	X
ENSG00000186871	54821	ERCC6L	X
ENSG00000198034	6191	RPS4X	X
ENSG00000183723	146223	CMTM4	16
ENSG00000145293	58478	ENOPH1	4
ENSG00000229776	102060414	C4B-AS1	6
ENSG00000188800	127391	TMCO2	1
ENSG00000240970		RPL23AP64	11
ENSG00000254428			11
ENSG00000231852	1589	CYP21A2	6
ENSG00000254909			11
ENSG00000118181	6230	RPS25	11
ENSG00000238926			X
ENSG00000125931	4435	CITED1	X
ENSG00000084073	10269	ZMPSTE24	1
ENSG00000260465			16
ENSG00000287965			16
ENSG00000260558			16
ENSG00000166170	9529	BAG5	14
ENSG00000128040	6691	SPINK2	4
ENSG00000126214	3831	KLC1	14
ENSG00000239576		COX6CP14	3
ENSG00000230082	100874032	PRRT3-AS1	3
ENSG00000185359	9146	HGS	17
ENSG00000188603	1201	CLN3	16
ENSG00000269982			3
ENSG00000187288	63924	CIDEC	3
ENSG00000231296			1
ENSG00000049089	1298	COL9A2	1
ENSG00000196655	51399	TRAPPC4	11
ENSG00000179010	93621	MRFAP1	4
ENSG00000111653	51147	ING4	12
ENSG00000011243	26993	AKAP8L	19
ENSG00000251712		RNU7-20P	7
ENSG00000275586			7
ENSG00000239468		RN7SL569P	7
ENSG00000286180			7
ENSG00000249948	57733	GBA3	4
ENSG00000286171			7
ENSG00000252316	6086	RNY4	7
ENSG00000202354	6085	RNY3	7
ENSG00000201098	6084	RNY1	7
ENSG00000281189	102723099	GHET1	7
ENSG00000202528		RNU6-650P	7
ENSG00000086758	10075	HUWE1	X
ENSG00000234565		COX6B1P1	7
ENSG00000055118	3757	KCNH2	7
ENSG00000138778	1062	CENPE	4
ENSG00000241993		RPL38P1	3
ENSG00000244089		HMGB1P30	3
ENSG00000239128		SNORD13P3	3
ENSG00000114648	23276	KLHL18	3
ENSG00000153404	153478	PLEKHG4B	5
ENSG00000280173			3
ENSG00000188199	729262	NUTM2B	10
ENSG00000226652		PSMD10P2	3
ENSG00000207505		RNU6-1105P	3
ENSG00000230951		GPS2P2	3
ENSG00000108021	54906	TASOR2	10
ENSG00000156976	1974	EIF4A2	3
ENSG00000132915	5145	PDE6A	5
ENSG00000161714	113026	PLCD3	17
ENSG00000283704			11
ENSG00000255114			11
ENSG00000271751			11
ENSG00000272186		VPS11-DT	11
ENSG00000172375	9854	C2CD2L	11
ENSG00000119943	84795	PYROXD2	10
ENSG00000177910	645961	SPATA31C2	9
ENSG00000090054	10558	SPTLC1	9
ENSG00000252512		RNA5SP206	6
ENSG00000285666			7
ENSG00000180573	8334	H2AC6	6
ENSG00000135205	57639	CCDC146	7
ENSG00000216331		H1-12P	6
ENSG00000282988			6
ENSG00000181513	79777	ACBD4	17
ENSG00000197409	8351	H3C4	6
ENSG00000196866	3013	H2AC7	6
ENSG00000217275			6
ENSG00000277720		H3C5P	6
ENSG00000218281		H2AC9P	6
ENSG00000124575	3007	H1-3	6
ENSG00000274618	8361	H4C6	6
ENSG00000274618	554313	H4C6	6
ENSG00000275663	8369	H4C7	6
ENSG00000277775	8968	H3C7	6
ENSG00000278588	8346	H2BC10	6
ENSG00000220875		H3C9P	6
ENSG00000287050			6
ENSG00000186470	11118	BTN3A2	6
ENSG00000227311			1
ENSG00000213172			1
ENSG00000284677			1
ENSG00000107521	3257	HPS1	10
ENSG00000187801	65243	ZFP69B	1
ENSG00000251583		MFFP2	5
ENSG00000200334			5
ENSG00000155850	1836	SLC26A2	5
ENSG00000260920			1
ENSG00000158887	4359	MPZ	1
ENSG00000197375	6584	SLC22A5	5
ENSG00000201565			7
ENSG00000228019			7
ENSG00000273448			7
ENSG00000264494	100616331	MIR4650-2	7
ENSG00000270694			7
ENSG00000270555			7
ENSG00000266569		RN7SL377P	7
ENSG00000274656		RN7SL625P	7
ENSG00000272843			7
ENSG00000285886			7
ENSG00000155428	378108	TRIM74	7
ENSG00000243894		RPS3AP16	4
ENSG00000250940			4
ENSG00000248669			4
ENSG00000205584			7
ENSG00000145220	55646	LYAR	4
ENSG00000276178			7
ENSG00000229018		PMS2P7	7
ENSG00000201282			7
ENSG00000273897		PMS2P8	7
ENSG00000273927			7
ENSG00000285702			7
ENSG00000277125		PMS2P14	7
ENSG00000274984			7
ENSG00000199913			7
ENSG00000174384		PMS2P6	7
ENSG00000159335	5763	PTMS	12
ENSG00000233523		PHB1P5	7
ENSG00000255054			1
ENSG00000123965		PMS2P5	7
ENSG00000228172			1
ENSG00000239069			7
ENSG00000276592		PHB1P6	7
ENSG00000277675			7
ENSG00000263081			7
ENSG00000275121			7
ENSG00000276840		PMS2P13	7
ENSG00000267828			7
ENSG00000117640	56181	MTFR1L	1
ENSG00000273598		PMS2P10	7
ENSG00000202021			7
ENSG00000278416		PMS2P2	7
ENSG00000258679			12
ENSG00000199870			7
ENSG00000275930			7
ENSG00000236609	54753	ZNF853	7
ENSG00000273536			12
ENSG00000173610	10941	UGT2A1	4
ENSG00000258816			12
ENSG00000212383	124900330		12
ENSG00000205903	100131017	ZNF316	7
ENSG00000170426	121214	SDR9C7	12
ENSG00000172273	25988	HINFP	11
ENSG00000278400			12
ENSG00000186834	10614	HEXIM1	17
ENSG00000278399			12
ENSG00000287715			12
ENSG00000166856	11318	GPR182	12
ENSG00000136448	4836	NMT1	17
ENSG00000228010			7
ENSG00000249372		ATP6V1G1P6	5
ENSG00000124508	10385	BTN2A2	6
ENSG00000251605			5
ENSG00000166860	9880	ZBTB39	12
ENSG00000200331		RNU6-183P	5
ENSG00000119397	11064	CNTRL	9
ENSG00000206714			5
ENSG00000198580			7
ENSG00000164404	2661	GDF9	5
ENSG00000166863	6866	TAC3	12
ENSG00000164631	7559	ZNF12	7
ENSG00000187821	391723	HELT	4
ENSG00000188818	79844	ZDHHC11	5
ENSG00000277327		SPDYE20P	7
ENSG00000106077	83451	ABHD11	7
ENSG00000152595	56955	MEPE	4
ENSG00000270301			15
ENSG00000287894			15
ENSG00000259277			15
ENSG00000259299			15
ENSG00000252868			15
ENSG00000185115	56160	NSMCE3	15
ENSG00000163093	129880	BBS5	2
ENSG00000172350	64137	ABCG4	11
ENSG00000034053	321	APBA2	15
ENSG00000150625	2823	GPM6A	4
ENSG00000289758			10
ENSG00000289597			10
ENSG00000279558			5
ENSG00000067057	5214	PFKP	10
ENSG00000112852	56133	PCDHB2	5
ENSG00000266013	105371766	LINC02079	17
ENSG00000266048			17
ENSG00000263818	100131347	RDM1P5	17
ENSG00000263826			3
ENSG00000238942		SNORD2	3
ENSG00000200418		SNORA63B	3
ENSG00000283958	100302143	MIR1248	3
ENSG00000221420	677847	SNORA81	3
ENSG00000200320		SNORA63	3
ENSG00000263776	619568	SNORA4	3
ENSG00000231724			3
ENSG00000232233	102724699	LINC02043	3
ENSG00000272154			5
ENSG00000231982			3
ENSG00000242244		ATP5MC1P3	3
ENSG00000161381	57125	PLXDC1	17
ENSG00000248050		SYBU-AS1	8
ENSG00000244578	103344930	LINC01391	3
ENSG00000255099			8
ENSG00000283555			8
ENSG00000241385			8
ENSG00000285765	645572	FAM90A23	8
ENSG00000285765	124906757	FAM90A23	8
ENSG00000104957	81576	YJU2B	19
ENSG00000183770	668	FOXL2	3
ENSG00000113205	56132	PCDHB3	5
ENSG00000272108			5
ENSG00000206262	401089	FOXL2NB	3
ENSG00000081818	56131	PCDHB4	5
ENSG00000285687	645558	FAM90A22	8
ENSG00000113209	26167	PCDHB5	5
ENSG00000285975	441317	FAM90A7	8
ENSG00000285975	441327	FAM90A7	8
ENSG00000206260	729627	PRR23A	3
ENSG00000251569			2
ENSG00000280029			5
ENSG00000184814	389151	PRR23B	3
ENSG00000285937	441324	FAM90A8	8
ENSG00000233701	389152	PRR23C	3
ENSG00000251137		RPL7L1P7	3
ENSG00000232416	60467	BPESC1	3
ENSG00000285607	441327	FAM90A9	8
ENSG00000285607	645651	FAM90A9	8
ENSG00000285607	124906721	FAM90A9	8
ENSG00000285607	124906722	FAM90A9	8
ENSG00000285607	124906751	FAM90A9	8
ENSG00000285607	124906753	FAM90A9	8
ENSG00000285607	124906754	FAM90A9	8
ENSG00000285607	124906755	FAM90A9	8
ENSG00000285607	124906756	FAM90A9	8
ENSG00000285607	124906759	FAM90A9	8
ENSG00000285607	124906760	FAM90A9	8
ENSG00000285607	124906763	FAM90A9	8
ENSG00000285607	124906764	FAM90A9	8
ENSG00000239474	10324	KLHL41	2
ENSG00000113211	56130	PCDHB6	5
ENSG00000281473	140464	PISRT1	3
ENSG00000276304			3
ENSG00000280336			5
ENSG00000285720	728746	FAM90A17	8
ENSG00000286988			3
ENSG00000113212	56129	PCDHB7	5
ENSG00000272656			3
ENSG00000283418			3
ENSG00000114113	5948	RBP2	3
ENSG00000120322	56128	PCDHB8	5
ENSG00000285913	441326	FAM90A18	8
ENSG00000276528			7
ENSG00000279472			5
ENSG00000276771			7
ENSG00000274864			7
ENSG00000272674	57717	PCDHB16	5
ENSG00000274396			7
ENSG00000277694			7
ENSG00000169894	4584	MUC3A	7
ENSG00000279068			5
ENSG00000285657	728753	FAM90A19	8
ENSG00000272478			1
ENSG00000127423	79000	AUNIP	1
ENSG00000278936			5
ENSG00000285814	645651	FAM90A14	8
ENSG00000177839	56127	PCDHB9	5
ENSG00000248790			3
ENSG00000178631		ACTG1P1	3
ENSG00000206721			3
ENSG00000138399	79675	FASTKD1	2
ENSG00000285620	441323	FAM90A16	8
ENSG00000240882			3
ENSG00000163428	116064	LRRC58	3
ENSG00000285950	441328	FAM90A10	8
ENSG00000285950	124906735	FAM90A10	8
ENSG00000285950	124906766	FAM90A10	8
ENSG00000279375			5
ENSG00000120324	56126	PCDHB10	5
ENSG00000182749	164091	PAQR7	1
ENSG00000153707	5789	PTPRD	9
ENSG00000129691	9070	ASH2L	8
ENSG00000207302			1
ENSG00000197479	56125	PCDHB11	5
ENSG00000282950			3
ENSG00000242613			3
ENSG00000117632	3925	STMN1	1
ENSG00000284121	406975	MIR198	3
ENSG00000237676		RPL30P4	3
ENSG00000251224		CNOT10-AS1	3
ENSG00000213842		SUGT1P2	3
ENSG00000120328	56124	PCDHB12	5
ENSG00000227337		RPL23AP43	3
ENSG00000172367	79849	PDZD3	11
ENSG00000206557	131405	TRIM71	3
ENSG00000187372	56123	PCDHB13	5
ENSG00000274993			7
ENSG00000037757	84245	MRI1	19
ENSG00000169876	140453	MUC17	7
ENSG00000120327	56122	PCDHB14	5
ENSG00000026950	11119	BTN3A1	6
ENSG00000140263	6652	SORD	15
ENSG00000226642		ACTG1P12	3
ENSG00000279983			5
ENSG00000113248	56121	PCDHB15	5
ENSG00000157150	7079	TIMP4	3
ENSG00000277795			5
ENSG00000178913	6879	TAF7	5
ENSG00000120329	83884	SLC25A2	5
ENSG00000273841	6880	TAF9	5
ENSG00000267633			19
ENSG00000104979	28974	C19orf53	19
